REGISTRO;PRODUTO;TIPO DE PRODUTO ;APRESENTACAO;CLASSE TERAPEUTICA;CNPJ;LABORATORIO;PF Sem Impostos;TARJA
1,71E+12;BAYCUTEN N;Novo;10 MG/G + 0,443 MG/G CREM DERM CT BG AL X 40 G;D07B2 - CORTICOESTERÓIDES ASSOCIADOS A ANTIMICOTICOS;18.459.628/0001-15;BAYER S.A.;19,74;Tarja  Vermelha
9,97E+12;PRODUTO DE MEDICAMENTO PARA TESTE;Genérico;"APRESENTAÇÃO 01&nbsp;02";R03C1 - ANTIASMÁTICOS/DPOC ANTIINFLAMATORIOS NÃO ESTEROIDAIS RESPIRATÓRIOS INALANTE;33.683.202/0001-34;VISA ESTADUAL SP TESTE;201;Tarja  Vermelha
1,02E+12;ORENCIA;Biológico;125 MG/ML SOL INJ CT 4 SER PREENC VD TRANS + DISPOSITIVO ULTRASAFE PASSIVE + EXTENSORES DE APOIO;M01C0 - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;4914,04;Tarja  Vermelha
1,02E+12;ORENCIA;Biológico;125 MG/ML SOL INJ CT 1 SER PREENCHIDA;M01C0 - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS;56.998.982/0001-07;"""";1228,49;Tarja  Vermelha
1,13E+12;VERZENIOS;Novo;50 MG COM REV CT BL AL AL X 30;L01H0 - INIBIDORES DE PROTEINA QUINASE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;2077,84;Tarja Vermelha(*)
1,13E+12;VERZENIOS;Novo;50 MG COM REV CT BL AL AL X 60;L01H0 - INIBIDORES DE PROTEINA QUINASE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;4155,68;Tarja Vermelha(*)
1,13E+12;VERZENIOS;Novo;100 MG COM REV CT BL AL AL X 30;L01H0 - INIBIDORES DE PROTEINA QUINASE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;4155,68;Tarja Vermelha(*)
1,13E+12;VERZENIOS;Novo;100 MG COM REV CT BL AL AL X 60;L01H0 - INIBIDORES DE PROTEINA QUINASE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;8311,34;Tarja Vermelha(*)
1,13E+12;VERZENIOS;Novo;150 MG COM REV CT BL AL AL X 30;L01H0 - INIBIDORES DE PROTEINA QUINASE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;5967,2;Tarja Vermelha(*)
1,13E+12;VERZENIOS;Novo;150 MG COM REV CT BL AL AL X 60;L01H0 - INIBIDORES DE PROTEINA QUINASE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;11934,41;Tarja Vermelha(*)
1,13E+12;VERZENIOS;Novo;200 MG COM REV CT BL AL AL X 30;L01H0 - INIBIDORES DE PROTEINA QUINASE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;7452;Tarja Vermelha(*)
1,13E+12;VERZENIOS;Novo;200 MG COM REV CT BL AL AL X 60;L01H0 - INIBIDORES DE PROTEINA QUINASE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;14903,99;Tarja Vermelha(*)
1,16E+12;CALQUENCE;Novo;100 MG CAP DURA CT BL AL AL X 60;L1H9 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, OUTROS;60.318.797/0001-00;ASTRAZENECA DO BRASIL LTDA;38240,57;Tarja Vermelha(*)
1,71E+12;GLUCOBAY;Biológicos;50 MG COM CT BL AL/AL X 30;A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE;18.459.628/0001-15;BAYER S.A.;31,17;Tarja  Vermelha
1,71E+12;GLUCOBAY;Biológicos;100 MG COM CT BL AL/AL X 30;A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE;18.459.628/0001-15;BAYER S.A.;46,53;Tarja  Vermelha
1,36E+12;AGLUCOSE;Similar;50 MG COM CT BL AL AL X 30;A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;19,63;Tarja  Vermelha
1,36E+12;AGLUCOSE;Similar;100 MG COM CT BL AL AL X 30;A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;29,79;Tarja  Vermelha
1,36E+12;AGLUCOSE;Similar;50 MG COM CT 3 BL AL PVDC LEIT X 10;A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;19,63;Tarja  Vermelha
1,36E+12;AGLUCOSE;Similar;100 MG COM CT 3 BL AL PVDC LEIT X 10;A10L0 - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;29,79;Tarja  Vermelha
1,02E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;57.507.378/0003-65;EMS S/A;13,24;Tarja Vermelha (*)
1,02E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;57.507.378/0003-65;EMS S/A;18,69;Tarja Vermelha (*)
1,04E+12;LISOMUC;Similar;10 MG / ML XPE CT FR PET AMB X 120 ML + COP;R05C0 - EXPECTORANTES;83.874.628/0001-43;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;22,92;Tarja  Vermelha
1,00E+12;FILINAR G;Novo;5 MG/ML GEL OR CT FR PLAS INC X 120ML + COL MED;R05C0 - EXPECTORANTES;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;13,25;Tarja  Vermelha
1,05E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;60.665.981/0001-18;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;17,45;Tarja  Vermelha
1,04E+12;LISOMUC;Similar;5 MG / ML XPE CT FR PET AMB X 120 ML + COP;R05C0 - EXPECTORANTES;83.874.628/0001-43;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;15,83;Tarja  Vermelha
1,04E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PET AMB X 120 ML + COP;R05C0 - EXPECTORANTES;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;18,5;Tarja Vermelha(*)
1,06E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;13,42;Tarja Vermelha(*)
1,06E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;18,3;Tarja Vermelha(*)
1,04E+12;ACEBROFILINA;Genérico;5MG/ML XPE CT FR PET AMB X 120ML + COP;R05C0 - EXPECTORANTES;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;13,25;Tarja Vermelha(*)
1,12E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;13,41;Tarja  Vermelha
1,12E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;18,99;Tarja  Vermelha
1,56E+12;BRONDYNEO;Similar;5 MG / ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;19,61;Tarja  Vermelha
1,56E+12;BRONDYNEO;Similar;10 MG/ ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;26,64;Tarja  Vermelha
1,05E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;17.115.437/0001-73;LABORATÓRIO GLOBO LTDA;10,77;Tarja Vermelha(*)
1,05E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;17.115.437/0001-73;LABORATÓRIO GLOBO LTDA;12,82;Tarja Vermelha(*)
1,56E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;17,93;Tarja  Vermelha
1,56E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;13,22;Tarja  Vermelha
1,09E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;17.875.154/0001-20;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;14,04;Tarja Vermelha(*)
1,88E+12;DISMUCAL;Novo;5 MG/ML GEL OR CT FR PLAS INC X 60ML + COL MED;R05C0 - EXPECTORANTES;11.643.096/0001-22;MYLAN LABORATORIOS LTDA;6,63;Tarja  Vermelha
1,88E+12;DISMUCAL;Novo;5 MG/ML GEL OR CT FR PLAS INC X 120ML + COL MED;R05C0 - EXPECTORANTES;11.643.096/0001-22;MYLAN LABORATORIOS LTDA;13,25;Tarja  Vermelha
1,88E+12;DISMUCAL;Genérico;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;11.643.096/0001-22;MYLAN LABORATORIOS LTDA;20,16;Tarja Vermelha(*)
1,09E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;17.875.154/0001-20;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;20,8;Tarja Vermelha(*)
1,06E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED ;R05C0 - EXPECTORANTES;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;13,41;Tarja Vermelha(*)
1,68E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED  ;R05C0 - EXPECTORANTES;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;18,18;Tarja Vermelha(*)
1,68E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED   ;R05C0 - EXPECTORANTES;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;14,07;Tarja Vermelha(*)
1,06E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;18,99;Tarja Vermelha(*)
1,06E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;13,41;Tarja Vermelha(*)
1,06E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;18,99;Tarja Vermelha(*)
1,68E+12;BRONCOLEX;Similar;5 MG/ML XPE INF CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;13,94;Tarja Vermelha(*)
1,68E+12;BRONCOLEX;Similar;10 MG/ML XPE AD CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;18,99;Tarja Vermelha(*)
1,00E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;13,25;Tarja Vermelha(*)
1,00E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;18,69;Tarja Vermelha(*)
1,00E+12;FILINAR;Similar;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;13,74;Tarja Vermelha(*)
1,00E+12;FILINAR;Similar;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;18,82;Tarja Vermelha(*)
1,02E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;57.507.378/0003-65;EMS S/A;13,24;Tarja Vermelha (*)
1,02E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;57.507.378/0003-65;EMS S/A;18,69;Tarja Vermelha (*)
1,04E+12;DILABRONCO;Similar;10MG/ML XPE CT FR PLAS OPC X 120ML + COP;R05C0 - EXPECTORANTES;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;17,61;Tarja Vermelha(*)
1,04E+12;DILABRONCO;Similar;5MG/ML XPE CT FR PLAS OPC X 120ML + COP;R05C0 - EXPECTORANTES;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;13,59;Tarja Vermelha(*)
1,05E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;29.785.870/0001-03;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;12,68;Tarja  Vermelha
1,05E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;29.785.870/0001-03;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;17,2;Tarja  Vermelha
1,05E+12;RESPIRAN;Similar;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;17.115.437/0001-73;LABORATÓRIO GLOBO LTDA;16,27;Tarja  Vermelha
1,05E+12;RESPIRAN;Similar;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;17.115.437/0001-73;LABORATÓRIO GLOBO LTDA;23,47;Tarja  Vermelha
1,06E+12;BRONDILAT;Similar;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML;R05C0 - EXPECTORANTES;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;32,03;Tarja Vermelha(*)
1,06E+12;BRONDILAT;Similar;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML;R05C0 - EXPECTORANTES;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;21,62;Tarja Vermelha(*)
1,06E+12;BRONDILAT;Similar;10 MG/ML XPE CT FR PLAS AMB X 60 ML + COP  X 10 ML;R05C0 - EXPECTORANTES;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;15,99;Tarja Vermelha(*)
1,06E+12;BRONDILAT;Similar;5 MG/ML XPE CT FR PLAS AMB X 60 ML + COP X 10 ML;R05C0 - EXPECTORANTES;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;10,82;Tarja Vermelha(*)
1,12E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;18,99;Tarja  Vermelha
1,27E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;14,07;Tarja Vermelha(*)
1,27E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R05C0 - EXPECTORANTES;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;20,82;Tarja Vermelha(*)
1,54E+12;BRONTEK;Similar;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;03.485.572/0001-04;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;25,65;Tarja Vermelha(*)
1,54E+12;BRONTEK;Similar;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;03.485.572/0001-04;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;18,41;Tarja Vermelha(*)
1,54E+12;ACEBROFILINA;Genérico;10MG/ML XPE CT FR VD AMB X 120ML + COP;R05C0 - EXPECTORANTES;03.485.572/0001-04;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;20,79;Tarja Vermelha(*)
1,54E+12;ACEBROFILINA;Genérico;5MG/ML XPE CT FR VD AMB X 120ML + COP;R05C0 - EXPECTORANTES;03.485.572/0001-04;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;14,06;Tarja Vermelha(*)
1,68E+12;BRONCOLEX;Similar;5 MG/ML XPE INF CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;13,94;Tarja Vermelha(*)
1,68E+12;BRONCOLEX;Similar;10 MG/ML XPE AD CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;18,99;Tarja Vermelha(*)
1,68E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED   ;R05C0 - EXPECTORANTES;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;14,07;Tarja Vermelha(*)
1,68E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED  ;R05C0 - EXPECTORANTES;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;18,18;Tarja Vermelha(*)
1,83E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR VD AMB X 120 ML + DOSADOR  ;R05C0 - EXPECTORANTES;10.588.595/0010-92;SANOFI MEDLEY FARMACÊUTICA LTDA.;13,23;Tarja Vermelha(*)
1,04E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR VD AMB X 120ML  ;R05C0 - EXPECTORANTES;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;13,25;Tarja  Vermelha
1,04E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR VD AMB X 120ML ;R05C0 - EXPECTORANTES;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;18,5;Tarja  Vermelha
1,44E+12;ACEBROFILINA;Genérico;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED ;R05C0 - EXPECTORANTES;02.814.497/0001-07;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;17,55;Tarja  Vermelha
1,44E+12;ACEBROFILINA;Genérico;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R05C0 - EXPECTORANTES;02.814.497/0001-07;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;12,65;Tarja  Vermelha
1,88E+12;DISMUCAL;Genérico;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R05C0 - EXPECTORANTES;11.643.096/0001-22;MYLAN LABORATORIOS LTDA;14,6;Tarja Vermelha(*)
1,24E+12;ACECLOFENACO;Genérico;100 MG COM REV CT STR AL X 24;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;73.663.650/0001-90;RANBAXY FARMACÊUTICA LTDA;38,54;Tarja Vermelha(*)
1,27E+12;ACECLOFENACO;Genérico;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;22,14;Tarja  Vermelha
1,27E+12;ACECLOFENACO;Genérico;100 MG COM REV CT BL AL AL X 24;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;44,26;Tarja  Vermelha
1,02E+12;ACECLOFENACO;Genérico;100 MG  COM  REV CT BL AL AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;57.507.378/0003-65;EMS S/A;22,14;Tarja  Vermelha
1,68E+12;ACECLO-GRAN;Similar;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;26,27;Tarja Vermelha(*)
1,02E+12;FEBUPEN;Similar;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;57.507.378/0003-65;EMS S/A;22,14;Tarja  Vermelha
1,04E+12;CECOFLAN;Similar;100 MG COM REV CT ENV AL X 12 ;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;30.222.814/0001-31;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30,47;Tarja  Vermelha
1,68E+12;ACECLOFENACO;Genérico;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;22,14;Tarja  Vermelha
1,06E+12;ACECLOFENACO;Genérico;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;20,92;Tarja  Vermelha
1,06E+12;ACECLOFENACO;Genérico;100 MG COM REV CT BL AL AL X 24;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;41,8;Tarja  Vermelha
1,04E+12;ACECLOFENACO;Genérico;100 MG COM REV CT ENV AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;30.222.814/0001-31;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;19,98;Tarja  Vermelha
1,57E+12;ACECLOFENACO;Genérico;100 MG COM CT BL AL/AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;05.254.971/0001-81;ZYDUS NIKKHO FARMACÊUTICA LTDA;22,12;Tarja Vermelha(*)
1,27E+12;ACEFLOR;Similar;100 MG  COM  REV CT BL AL AL X 6;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;11,07;Tarja  Vermelha
1,27E+12;ACEFLOR;Similar;100 MG  COM  REV CT BL AL AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;22,14;Tarja  Vermelha
1,27E+12;ACEFLOR;Similar;100 MG  COM  REV CT BL AL AL X 16 ;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;29,51;Tarja  Vermelha
1,27E+12;ACEFLOR;Similar;100 MG  COM  REV CT BL AL AL X 24;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;44,26;Tarja  Vermelha
1,27E+12;ACEFLOR;Similar;100 MG  COM  REV CT BL AL PLAS OPC X 6 ;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;11,07;Tarja  Vermelha
1,27E+12;ACEFLOR;Similar;100 MG  COM  REV CT BL AL PLAS OPC X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;22,14;Tarja  Vermelha
1,27E+12;ACEFLOR;Similar;100 MG  COM  REV CT BL AL PLAS OPC X 16;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;29,51;Tarja  Vermelha
1,27E+12;ACEFLOR;Similar;100 MG  COM  REV CT BL AL PLAS OPC X 24;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;44,26;Tarja  Vermelha
1,00E+12;PROFLAM;Similar;15 MG/G CREM CT TB AL X 30 G;M02A0 - ANTIRREUMÁTICOS E ANALGÉSICOS TÓPICOS;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;19,79;Tarja Venda Livre
1,00E+12;PROFLAM;Similar;100 MG COM REV CT BL AL/AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;34,06;Tarja  Vermelha
1,00E+12;PROFLAM;Similar;100 MG COM REV CT BL AL / AL X 6;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;16,41;Tarja  Vermelha
1,02E+12;ACECLOFENACO;Genérico;15 MG/G CREM DERM CT BG AL X 30 G;M02A0 - ANTIRREUMÁTICOS E ANALGÉSICOS TÓPICOS;57.507.378/0003-65;EMS S/A;12,64;Tarja Venda Livre
1,06E+12;ACECLOFENACO;Genérico;15 MG/G CREM DERM CT BG AL X 30 G ;M02A0 - ANTIRREUMÁTICOS E ANALGÉSICOS TÓPICOS;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;12,96;Tarja Venda Livre
1,24E+12;ACECLOFENACO;Genérico;100 MG COM REV CT STR AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;73.663.650/0001-90;RANBAXY FARMACÊUTICA LTDA;20,61;Tarja Vermelha(*)
1,44E+12;ACECLOFENACO;Genérico;100 MG COM REV CT STR AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;02.814.497/0001-07;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;21,21;Tarja Vermelha(*)
1,56E+12;ACECLOFENACO;Genérico;100 MG COM REV CT BL AL AL X 12;M01A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;05.399.786/0001-85;UNICHEM FARMACÊUTICA DO BRASIL LTDA;19,59;Tarja Vermelha(*)
