REGISTRO;PRODUTO;TIPO DE PRODUTO ;APRESENTACAO;CLASSE TERAPEUTICA;CNPJ;LABORATORIO;PF Sem Impostos;TARJA
1,54E+12;CLORIDRATO DE AMIODARONA;Genérico;200MG COM CT BL AL PLAS PVC TRANS X 450;C01B0 - ANTIARRÍTMICOS CARDÍACOS;03.485.572/0001-04;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;316,22;Tarja Vermelha(*)
1,54E+12;CLORIDRATO DE AMIODARONA;Genérico;200MG COM CT BL AL PLAS PVC TRANS X 500;C01B0 - ANTIARRÍTMICOS CARDÍACOS;03.485.572/0001-04;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;351,35;Tarja Vermelha(*)
1,54E+12;CLORIDRATO DE AMIODARONA;Genérico;200MG COM CT BL AL PLAS PVC TRANS X 420;C01B0 - ANTIARRÍTMICOS CARDÍACOS;03.485.572/0001-04;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;295,13;Tarja Vermelha(*)
1,57E+12;CLORIDRATO DE AMIODARONA;Genérico;200 MG COM CT BL AL AL X 30;C01B0 - ANTIARRÍTMICOS CARDÍACOS;05.254.971/0001-81;ZYDUS NIKKHO FARMACÊUTICA LTDA;21,07;Tarja Vermelha(*)
1,06E+12;CLORIDRATO DE AMIODARONA;Genérico;200 MG COM CT BL AL PLAS TRANS X 30 ;C01B0 - ANTIARRÍTMICOS CARDÍACOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;21,63;Tarja 
1,06E+12;CLORIDRATO DE AMIODARONA;Genérico;200 MG COM CT BL AL PLAS TRANS X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;14,05;Tarja 
1,00E+12;ANCORON;Similar;200 MG COM REV CT BL AL AL X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;20,52;Tarja  Vermelha
1,01E+12;AMIOBAL;Similar;100 MG COM CT BL AL PLAS INC X 30;C01B0 - ANTIARRÍTMICOS CARDÍACOS;61.150.447/0001-31;LABORATÓRIOS BALDACCI LTDA;15,85;Tarja  Vermelha
1,01E+12;AMIOBAL;Similar;200 MG COM CT BL AL PLAS INC X 30;C01B0 - ANTIARRÍTMICOS CARDÍACOS;61.150.447/0001-31;LABORATÓRIOS BALDACCI LTDA;20,49;Tarja  Vermelha
1,04E+12;CARDICORON;Similar;200 MG COM CT BL AL PLAS INC X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;19,77;Tarja  Vermelha
1,12E+12;MIODARON;Similar;200 MG COM CT BL AL PLAS TRANS X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;20,64;Tarja  Vermelha
1,12E+12;CLORIDRATO DE AMIODARONA;Genérico;200 MG COM CT BL AL PLAS TRANS X 30 ;C01B0 - ANTIARRÍTMICOS CARDÍACOS;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;21,63;Tarja  Vermelha
1,12E+12;CLORIDRATO DE AMIODARONA;Genérico;200 MG COM CT BL AL PLAS TRANS X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;14,05;Tarja  Vermelha
1,12E+12;CLORIDRATO DE AMIODARONA;Genérico;100 MG COM CT BL AL PLAS TRANS X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;7,37;Tarja  Vermelha
1,12E+12;CLORIDRATO DE AMIODARONA;Genérico;100 MG COM CT BL AL PLAS TRANS X 30;C01B0 - ANTIARRÍTMICOS CARDÍACOS;53.162.095/0001-06;BIOSINTÉTICA FARMACÊUTICA LTDA;11,04;Tarja  Vermelha
1,13E+12;ATLANSIL;Novo;100 MG COM CT BL AL PLAS TRANS X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;02.685.377/0001-57;SANOFI-AVENTIS FARMACÊUTICA LTDA;11,33;Tarja  Vermelha
1,13E+12;ATLANSIL;Novo;200 MG COM CT BL AL PLAS TRANS X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;02.685.377/0001-57;SANOFI-AVENTIS FARMACÊUTICA LTDA;21,63;Tarja  Vermelha
1,54E+12;AMIORON;Similar;200 MG COM CT BL AL PLAS TRANS X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;03.485.572/0001-04;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;18,87;Tarja  Vermelha
1,00E+12;ANCORON;Novo;200 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML;C01B0 - ANTIARRÍTMICOS CARDÍACOS;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;40,02;Tarja Vermelha(*)
1,06E+12;MIODARON;Similar;200 MG COM CT BL AL PLAS TRANS X 20;C01B0 - ANTIARRÍTMICOS CARDÍACOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;20,64;Tarja  Vermelha
1,00E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS TRANS X 20 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;10,04;Tarja  Vermelha
1,03E+12;AMYTRIL;Novo;10 MG COM REV CT BL AL PLAS TRANS X 10;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;44.734.671/0001-51;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2,49;Tarja Vermelha (*)
1,04E+12;CLORIDRATO DE AMITRIPTILINA (PORT. 344/98 LISTA C1);Genérico;25 MG COM REV CT BL AL PLAS TRANS X 30;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;9,85;Tarja  Vermelha
1,03E+12;AMYTRIL;Similar;25 MG COM REV CT BL AL PLAS PVDC TRANS X 30;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;44.734.671/0001-51;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;19,56;Tarja Vermelha (*)
1,56E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM CT BL AL PLAS TRANS X 20 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;9,97;Tarja Vermelha (*)
1,56E+12;NEO AMITRIPTILIN;Similar;25 MG COM CT BL AL PLAS TRANS X 20 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;7,15;Tarja Vermelha (*)
1,68E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS OPC X 30 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;13,37;Tarja Vermelha (*)
1,03E+12;AMYTRIL;Similar;25 MG COM REV CT BL AL PLAS PVDC TRANS X 60;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;44.734.671/0001-51;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;38,24;Tarja Vermelha (*)
1,27E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS OPC X 20 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;9,26;Tarja Vermelha (*)
1,27E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS OPC X 30 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;13,37;Tarja Vermelha (*)
1,27E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;75 MG COM REV CT BL AL PLAS OPC X 20;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;26,61;Tarja Vermelha (*)
1,27E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;75 MG COM REV CT BL AL PLAS OPC X 30;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;39,91;Tarja Vermelha (*)
1,02E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;75 MG COM REV CT BL AL PLAS OPC X 30;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;57.507.378/0003-65;EMS S/A;31,93;Tarja Vermelha (*)
1,02E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS OPC X 30 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;57.507.378/0003-65;EMS S/A;10,02;Tarja Vermelha (*)
1,03E+12;AMYTRIL;Similar;25 MG COM REV CT BL AL PLAS PVDC TRANS X 20;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;44.734.671/0001-51;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;13,52;Tarja Vermelha (*)
1,03E+12;AMYTRIL;Similar;75 MG COM REV CT BL AL PLAS PVDC TRANS X 20;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;44.734.671/0001-51;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;38,9;Tarja Vermelha (*)
1,03E+12;AMYTRIL;Novo;10 MG COM REV CX BL AL PLAS TRANS X 30 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;44.734.671/0001-51;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;7,95;Tarja Vermelha (*)
1,04E+12;CLORIDRATO DE AMITRIPTILINA (PORT. 344/98 LISTA C1);Genérico;25 MG COM REV CT BL AL PLAS TRANS X 20;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S/A;9,85;Tarja  Vermelha
1,56E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM CT BL AL PLAS TRANS X 30;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;05.161.069/0001-10;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;13,37;Tarja Vermelha (*)
1,83E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS TRANS X 20;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;10.588.595/0010-92;SANOFI MEDLEY FARMACÊUTICA LTDA.;10,01;Tarja Vermelha (*)
1,83E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;75 MG COM REV CT BL AL PLAS TRANS X 20;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;10.588.595/0010-92;SANOFI MEDLEY FARMACÊUTICA LTDA.;28,85;Tarja Vermelha (*)
1,68E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS OPC X 20 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;11,06;Tarja Vermelha (*)
1,06E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;75 MG COM REV CT BL AL PLAS OPC X 20;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;31,93;Tarja Vermelha (*)
1,06E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS OPC X 30 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;16,58;Tarja Vermelha (*)
1,03E+12;AMYTRIL;Novo;10 MG COM REV CX BL AL PLAS PVDC TRANS X 30 ;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;44.734.671/0001-51;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;8,36;Tarja Vermelha (*)
1,03E+12;AMYTRIL;Novo;10 MG COM REV CT BL AL PLAS PVDC TRANS X 10;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;44.734.671/0001-51;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2,62;Tarja Vermelha (*)
1,83E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;25 MG COM REV CT BL AL PLAS TRANS X 30;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;10.588.595/0010-92;SANOFI MEDLEY FARMACÊUTICA LTDA.;10,31;Tarja Vermelha (*)
1,83E+12;CLORIDRATO DE AMITRIPTILINA;Genérico;75 MG COM REV CT BL AL PLAS TRANS X 30;N06A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;10.588.595/0010-92;SANOFI MEDLEY FARMACÊUTICA LTDA.;32,39;Tarja Vermelha (*)
1,06E+12;ONICORYL;Similar;50 MG/ML ESM CT FR VD AMB X 2,5 ML + (10 ESP + 30 COMPRESS + 30 LIXAS);D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;62,57;Tarja Venda Livre
1,02E+12;DERMOCERYL;Similar;50 MG/ML ESM CT FR VD AMB X 2,5 ML + (10 ESP + 30 COMPRESS + 30 LIXAS);D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS;57.507.378/0003-65;EMS S/A;76,61;Tarja Venda Livre
1,27E+12;ONIMORF;Similar;50 MG/ML ESM CT FR VD AMB X 2,5 ML + (10 ESP + 16 COMPRESS + 15 LIXAS);D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;64,8;Tarja Venda Livre
1,27E+12;ONIMORF;Similar;50 MG/ML ESM CT FR VD AMB X 2,5 ML + (10 ESP + 30 COMPRESS + 30 LIXAS);D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS;72.593.791/0001-11;NOVA QUIMICA FARMACÊUTICA S/A;64,81;Tarja Venda Livre
1,68E+12;LOMYTRAT;Similar;50 MG/ML ESM CT FR VD AMB X 2,5 ML + (10 ESP + 30 COMPRESS + 30 LIXAS);D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS;05.044.984/0001-26;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;76,61;Tarja Venda Livre
1,02E+12;DERMOCERYL;Similar;50 MG/ML ESM CT FR VD AMB X 2,5 ML + (10 ESP + 30 COMPRESS + 30 LIXAS);D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS;57.507.378/0003-65;EMS S/A;76,61;Tarja - (*)
1,29E+12;LOCERYL;Novo;50 MG/ML ESMALTE CT FR VD AMB X 2,5 ML + (APLIC + 30 COMPRESS + 30 LIXAS);D01A1 - ANTIFÚNGICOS DERMATOLÓGICOS TÓPICOS;00.317.372/0001-46;GALDERMA BRASIL LTDA;64,81;Tarja Venda Livre/Sem Tarja (*)
1,70E+12;AGRYLIN;Novo;0,5 MG CAP DURA CT FR PLAS OPC X 100;B01C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;07.898.671/0001-60;SHIRE FARMACÊUTICA BRASIL LTDA.;2193,4;Tarja Vermelha(*)
1,36E+12;AGRYLIN;Novo;0,5 MG CAP GEL DURA CT FR PLAS OPC X 100;B01C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;2193,4;Tarja  Vermelha
1,02E+12;MONBOC;Similar;0,5 MG CAP DURA CT FR PLAS PEAD OPC X 100;B01C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;57.507.378/0003-65;EMS S/A;2193,4;Tarja Vermelha(*)
1,02E+12;CLORIDRATO DE AZELASTINA;Genérico;1 MG/ML SOL NAS CT FR SPR PLAS AMB  X 10 ML;R01A6 - AGENTES ANTIALÉRGICOS NASAIS;57.507.378/0003-65;EMS S/A;16,65;Tarja Venda Livre/Sem Tarja (*)
1,02E+12;AZNITE;Similar;1 MG/ML SOL NAS CT FR SPR PLAS AMB  X 10 ML;R01A6 - AGENTES ANTIALÉRGICOS NASAIS;57.507.378/0003-65;EMS S/A;16,97;Tarja Venda Livre
1,88E+12;RINO-LASTIN;Novo;1,0 MG/ML SOL SPR NAS CT FR SPR PLAS OPC X 10 ML;R01A6 - AGENTES ANTIALÉRGICOS NASAIS;11.643.096/0001-22;MYLAN LABORATORIOS LTDA;29,43;Tarja Venda Livre
1,88E+12;RINO-LASTIN;Novo;1,0 MG/ML SOL SPR NAS CT FR SPR VD AMB X 10 ML;R01A6 - AGENTES ANTIALÉRGICOS NASAIS;11.643.096/0001-22;MYLAN LABORATORIOS LTDA;29,43;Tarja Venda Livre
1,06E+12;RINO-LASTIN;Novo;0,9 PCC SOL NASAL CT FR VD AMB NEB X 10 ML ;R01A6 - AGENTES ANTIALÉRGICOS NASAIS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;27,64;Tarja Venda Livre
1,78E+12;BAMBAIR;Similar;1,0 MG/ML SOL OR CT FR PLAS AMB X 120 ML + SER DOSAD ;R03A2 - ANTIASMÁTICOS/DPOC AGONISTAS B2 SISTÊMICOS;61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;30,09;Tarja  Vermelha
1,16E+12;BAMBEC;Novo;1 MG/ML SOL OR CT FR PLAST OPC X 100 ML;R03A2 - ANTIASMÁTICOS/DPOC AGONISTAS B2 SISTÊMICOS;60.318.797/0001-00;ASTRAZENECA DO BRASIL LTDA;24,05;Tarja  Vermelha
1,01E+12;BAMIFIX;Similar;300 MG COM REV CT BL AL PLAS TRANS X 20;R03B2 - ANTIASMÁTICOS/DPOC XANTÍNICOS SISTÊMICOS;61.363.032/0001-46;CHIESI FARMACÊUTICA LTDA;20,25;Tarja Vermelha(*)
1,01E+12;BAMIFIX;Similar;600 MG COM REV CT BL AL PLAS TRANS X 20;R03B2 - ANTIASMÁTICOS/DPOC XANTÍNICOS SISTÊMICOS;61.363.032/0001-46;CHIESI FARMACÊUTICA LTDA;32,31;Tarja Vermelha(*)
1,01E+12;LOTENSIN;Novo;5 MG COM REV CT BL AL/AL X 30;C09A0 - INIBIDORES DA ECA PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;41,79;Tarja  Vermelha
1,01E+12;LOTENSIN;Novo;10 MG COM REV CT BL AL/AL X 30;C09A0 - INIBIDORES DA ECA PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;65,94;Tarja  Vermelha
1,01E+12;LOTENSIN;Novo;10 MG COM REV CT BL AL/AL X 14;C09A0 - INIBIDORES DA ECA PUROS;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;31,96;Tarja  Vermelha
1,10E+12;BHENA;Similar;5 MG COM REV BL AL AL X 30;C09A0 - INIBIDORES DA ECA PUROS;49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;41,79;Tarja Vermelha(*)
1,10E+12;BHENA;Similar;10 MG COM REV BL AL AL X 30;C09A0 - INIBIDORES DA ECA PUROS;49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;65,94;Tarja Vermelha(*)
1,10E+12;PRESS PLUS;Similar;5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 60;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;105,59;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG + 20 MG CAP DURA CT BL AL PLAS TRANS X 60;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;108,83;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG + 20 MG CAP DURA CT BL AL PLAS TRANS X 100;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;186,73;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;2,5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 100;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;116,41;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;2,5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 20;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;23,29;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 100;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;175,99;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG + 20 MG CAP DURA CT BL AL PLAS TRANS X 20;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;37,36;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 90;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;158,39;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG+ 20 MG CAP DURA CT BL AL PLAS TRANS X 90;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;168,06;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;2,5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 90;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;104,78;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 20;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;35,2;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;2,5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 30;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;34,92;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG + 10 MG CAP DURA CT BL AL PLAS TRANS X 30;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;52,79;Tarja  Vermelha
1,10E+12;PRESS PLUS;Similar;5 MG + 20 MG CAP DURA CT BL AL PLAS TRANS X 30;C09B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);49.475.833/0001-06;BIOLAB SANUS FARMACÊUTICA LTDA;57,63;Tarja  Vermelha
1,06E+12;LEBENS;Similar;200 MG + 50 MG COM CT FR VD AMB X 30;N04A0 - ANTIPARKINSONIANOS;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;57,85;Tarja Vermelha(*)
1,06E+12;EKSON;Similar;200 MG + 50 MG COM CT FR VD AMB X 10 ;N04A0 - ANTIPARKINSONIANOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;18,5;Tarja  Vermelha
1,06E+12;EKSON;Similar;200 MG + 50 MG COM CT FR VD AMB X 30;N04A0 - ANTIPARKINSONIANOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;55,48;Tarja  Vermelha
1,01E+12;PROLOPA;Novo;(100,0 + 25,0) MG COM CT FR VD AMB X 30 ;N04A0 - ANTIPARKINSONIANOS;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;29,07;Tarja Vermelha(*)
1,01E+12;PROLOPA;Novo;(100,0 + 25,0)  MG COM CT FR VD AMB X 60;N04A0 - ANTIPARKINSONIANOS;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;58,13;Tarja Vermelha(*)
1,01E+12;PROLOPA;Novo;150 MG + (50MG + 50 MG) COM CAM TRIPLA LIB MOD CT FR VD AMB X 30;N04A0 - ANTIPARKINSONIANOS;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;59,18;Tarja Vermelha(*)
1,06E+12;EKSON;Similar;100 MG + 25 MG COM CT FR VD AMB X 10;N04A0 - ANTIPARKINSONIANOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;8,27;Tarja  Vermelha
1,06E+12;EKSON;Similar;100 MG + 25 MG COM CT FR VD AMB X 30;N04A0 - ANTIPARKINSONIANOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;24,8;Tarja  Vermelha
1,06E+12;EKSON;Similar;100 MG + 25 MG COM CT FR VD AMB X 60;N04A0 - ANTIPARKINSONIANOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;49,58;Tarja  Vermelha
1,06E+12;LEVODOPA+CLORIDRATO DE BENSERAZIDA;Genérico;200 MG + 50 MG COM CT FR VD AMB X 30;N04A0 - ANTIPARKINSONIANOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;37,78;Tarja 
1,06E+12;LEVODOPA+CLORIDRATO DE BENSERAZIDA;Genérico;100 MG + 25 MG COM CT FR VD AMB X 30;N04A0 - ANTIPARKINSONIANOS;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;18,9;Tarja 
1,01E+12;PROLOPA;Novo;(200,0 + 50,0) MG COM CT FR VD AMB X 30;N04A0 - ANTIPARKINSONIANOS;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;58,13;Tarja Vermelha(*)
1,01E+12;PROLOPA;Novo;(100,0 + 25,0) MG CAP DURA LIB PROL CT FR VD AMB X 30;N04A0 - ANTIPARKINSONIANOS;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;43,16;Tarja Vermelha(*)
